_c0,Timestamp,LogLevel,Service,Message,RequestID,User,ClientIP,TimeTaken,TimeTakenNumeric,LogLevelIndex,features,prediction,distance
24908,2023-11-20T08:46:47.112+03:00,ERROR,ServiceB,Critical Errors,9328,User97,192.168.1.75,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
24934,2023-11-20T08:46:47.521+03:00,INFO,ServiceD,Startup Messages,2397,User85,192.168.1.50,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
24955,2023-11-20T08:46:47.851+03:00,WARNING,ServiceD,Input Validation Warnings,2848,User37,192.168.1.150,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
24988,2023-11-20T08:46:48.353+03:00,FATAL,ServiceB,Crashes,8050,User37,192.168.1.25,70ms,70.0,4.0,"[70.0,4.0]",2,13.677657188611597
25016,2023-11-20T08:46:48.769+03:00,WARNING,ServiceA,Resource Warnings,2630,User84,192.168.1.93,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
25049,2023-11-20T08:46:49.278+03:00,WARNING,ServiceD,Resource Warnings,9524,User93,192.168.1.123,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
25066,2023-11-20T08:46:49.545+03:00,ERROR,ServiceD,Database Errors,5616,User68,192.168.1.127,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
25098,2023-11-20T08:46:50.031+03:00,INFO,ServiceB,Startup Messages,4537,User96,192.168.1.100,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
25106,2023-11-20T08:46:50.157+03:00,INFO,ServiceA,Status Updates,3063,User25,192.168.1.190,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
25127,2023-11-20T08:46:50.497+03:00,WARNING,ServiceA,Resource Warnings,3724,User86,192.168.1.47,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
25142,2023-11-20T08:46:50.719+03:00,ERROR,ServiceB,Critical Errors,6969,User49,192.168.1.79,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
25183,2023-11-20T08:46:51.371+03:00,WARNING,ServiceA,Performance Warnings,2602,User21,192.168.1.72,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
25198,2023-11-20T08:46:51.608+03:00,INFO,ServiceA,Status Updates,7969,User58,192.168.1.106,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
25211,2023-11-20T08:46:51.808+03:00,ERROR,ServiceB,Critical Errors,1660,User64,192.168.1.33,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
25225,2023-11-20T08:46:52.029+03:00,WARNING,ServiceB,Resource Warnings,1189,User81,192.168.1.54,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
25244,2023-11-20T08:46:52.316+03:00,FATAL,ServiceA,Crashes,9438,User2,192.168.1.220,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
25397,2023-11-20T08:46:54.668+03:00,WARNING,ServiceA,Performance Warnings,1511,User12,192.168.1.164,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
25406,2023-11-20T08:46:54.810+03:00,INFO,ServiceA,Status Updates,8923,User47,192.168.1.90,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
25487,2023-11-20T08:46:55.970+03:00,WARNING,ServiceC,Input Validation Warnings,4841,User4,192.168.1.237,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
25509,2023-11-20T08:46:56.317+03:00,WARNING,ServiceB,Performance Warnings,6858,User23,192.168.1.28,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
25532,2023-11-20T08:46:56.677+03:00,FATAL,ServiceD,Crashes,6720,User99,192.168.1.238,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
25554,2023-11-20T08:46:57.010+03:00,WARNING,ServiceB,Resource Warnings,8266,User88,192.168.1.152,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
25571,2023-11-20T08:46:57.278+03:00,WARNING,ServiceD,Performance Warnings,3125,User54,192.168.1.104,43ms,43.0,0.0,"[43.0,0.0]",2,13.628368708355834
25587,2023-11-20T08:46:57.513+03:00,INFO,ServiceB,Status Updates,3642,User43,192.168.1.59,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
25594,2023-11-20T08:46:57.632+03:00,DEBUG,ServiceC,File I/O,6695,User63,192.168.1.206,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
25605,2023-11-20T08:46:57.805+03:00,INFO,ServiceA,Status Updates,8439,User87,192.168.1.206,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
25887,2023-11-20T08:47:02.166+03:00,INFO,ServiceB,Status Updates,1760,User95,192.168.1.162,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
25906,2023-11-20T08:47:02.468+03:00,WARNING,ServiceB,Performance Warnings,2055,User88,192.168.1.35,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
25928,2023-11-20T08:47:02.796+03:00,WARNING,ServiceC,Input Validation Warnings,6461,User12,192.168.1.22,43ms,43.0,0.0,"[43.0,0.0]",2,13.628368708355834
25991,2023-11-20T08:47:03.748+03:00,ERROR,ServiceC,Critical Errors,3045,User59,192.168.1.246,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
25997,2023-11-20T08:47:03.842+03:00,ERROR,ServiceB,Critical Errors,7587,User19,192.168.1.70,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
26012,2023-11-20T08:47:04.080+03:00,ERROR,ServiceD,Database Errors,7573,User7,192.168.1.88,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
26014,2023-11-20T08:47:04.112+03:00,ERROR,ServiceB,Database Errors,6286,User94,192.168.1.143,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
26038,2023-11-20T08:47:04.470+03:00,INFO,ServiceB,Startup Messages,1016,User13,192.168.1.165,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
26039,2023-11-20T08:47:04.486+03:00,WARNING,ServiceD,Input Validation Warnings,6156,User74,192.168.1.7,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
26089,2023-11-20T08:47:05.271+03:00,WARNING,ServiceB,Resource Warnings,9365,User97,192.168.1.80,43ms,43.0,0.0,"[43.0,0.0]",2,13.628368708355834
26109,2023-11-20T08:47:05.572+03:00,ERROR,ServiceD,Critical Errors,6891,User14,192.168.1.216,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
26200,2023-11-20T08:47:06.991+03:00,WARNING,ServiceA,Resource Warnings,5724,User73,192.168.1.17,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
26232,2023-11-20T08:47:07.475+03:00,INFO,ServiceD,Startup Messages,4334,User69,192.168.1.64,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
26259,2023-11-20T08:47:07.901+03:00,ERROR,ServiceC,Critical Errors,4682,User54,192.168.1.173,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
26268,2023-11-20T08:47:08.023+03:00,FATAL,ServiceD,Crashes,3357,User56,192.168.1.139,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
26309,2023-11-20T08:47:08.626+03:00,DEBUG,ServiceD,Trace Information,8403,User33,192.168.1.105,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
26380,2023-11-20T08:47:09.574+03:00,DEBUG,ServiceC,File I/O,3975,User78,192.168.1.216,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
26405,2023-11-20T08:47:09.970+03:00,FATAL,ServiceA,Data Corruption,5744,User98,192.168.1.213,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
26519,2023-11-20T08:47:11.709+03:00,FATAL,ServiceB,Crashes,9441,User14,192.168.1.183,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
26586,2023-11-20T08:47:12.746+03:00,DEBUG,ServiceD,SQL Queries,7709,User92,192.168.1.26,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
26600,2023-11-20T08:47:12.964+03:00,INFO,ServiceB,Status Updates,3662,User15,192.168.1.58,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
26614,2023-11-20T08:47:13.184+03:00,FATAL,ServiceD,Data Corruption,6169,User51,192.168.1.53,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
26646,2023-11-20T08:47:13.693+03:00,INFO,ServiceA,Status Updates,7584,User99,192.168.1.237,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
26651,2023-11-20T08:47:13.773+03:00,INFO,ServiceC,Status Updates,3906,User5,192.168.1.159,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
26755,2023-11-20T08:47:15.327+03:00,FATAL,ServiceC,Data Corruption,4699,User15,192.168.1.207,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
26759,2023-11-20T08:47:15.391+03:00,ERROR,ServiceC,Critical Errors,9164,User25,192.168.1.157,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
26820,2023-11-20T08:47:16.291+03:00,WARNING,ServiceB,Resource Warnings,4985,User26,192.168.1.6,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
26855,2023-11-20T08:47:16.798+03:00,INFO,ServiceA,Startup Messages,8260,User22,192.168.1.123,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
26878,2023-11-20T08:47:17.092+03:00,INFO,ServiceA,Status Updates,6646,User60,192.168.1.130,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
27039,2023-11-20T08:47:19.460+03:00,INFO,ServiceB,Startup Messages,9423,User79,192.168.1.169,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
27054,2023-11-20T08:47:19.688+03:00,INFO,ServiceD,Status Updates,9494,User97,192.168.1.36,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
27145,2023-11-20T08:47:20.947+03:00,DEBUG,ServiceD,SQL Queries,4953,User64,192.168.1.114,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
27215,2023-11-20T08:47:21.853+03:00,WARNING,ServiceB,Input Validation Warnings,9941,User89,192.168.1.181,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
27251,2023-11-20T08:47:22.254+03:00,DEBUG,ServiceC,File I/O,7650,User58,192.168.1.35,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
27295,2023-11-20T08:47:22.863+03:00,WARNING,ServiceB,Input Validation Warnings,9542,User84,192.168.1.170,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
27353,2023-11-20T08:47:23.698+03:00,ERROR,ServiceD,Database Errors,4374,User92,192.168.1.36,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
27379,2023-11-20T08:47:24.026+03:00,WARNING,ServiceB,Input Validation Warnings,4531,User10,192.168.1.21,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
27387,2023-11-20T08:47:24.138+03:00,FATAL,ServiceA,Crashes,6205,User3,192.168.1.85,42ms,42.0,4.0,"[42.0,4.0]",2,14.728919571919805
27472,2023-11-20T08:47:25.360+03:00,INFO,ServiceC,Startup Messages,8069,User46,192.168.1.163,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
27502,2023-11-20T08:47:25.768+03:00,FATAL,ServiceD,Crashes,8943,User50,192.168.1.118,42ms,42.0,4.0,"[42.0,4.0]",2,14.728919571919805
27555,2023-11-20T08:47:26.509+03:00,ERROR,ServiceA,Critical Errors,8309,User72,192.168.1.35,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
27561,2023-11-20T08:47:26.605+03:00,DEBUG,ServiceB,Trace Information,5398,User49,192.168.1.17,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
27567,2023-11-20T08:47:26.691+03:00,FATAL,ServiceC,Data Corruption,4597,User67,192.168.1.110,12ms,12.0,4.0,"[12.0,4.0]",1,13.804085712332068
27641,2023-11-20T08:47:27.691+03:00,FATAL,ServiceA,Crashes,5084,User69,192.168.1.232,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
27643,2023-11-20T08:47:27.716+03:00,WARNING,ServiceD,Performance Warnings,4477,User25,192.168.1.42,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
27669,2023-11-20T08:47:28.086+03:00,INFO,ServiceB,Startup Messages,9730,User12,192.168.1.239,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
27756,2023-11-20T08:47:29.256+03:00,INFO,ServiceB,Startup Messages,7893,User12,192.168.1.65,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
27759,2023-11-20T08:47:29.305+03:00,WARNING,ServiceD,Performance Warnings,8930,User74,192.168.1.67,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
27767,2023-11-20T08:47:29.404+03:00,INFO,ServiceC,Startup Messages,5913,User92,192.168.1.103,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
27771,2023-11-20T08:47:29.442+03:00,ERROR,ServiceB,Critical Errors,5205,User84,192.168.1.179,42ms,42.0,3.0,"[42.0,3.0]",2,14.599847398701884
27795,2023-11-20T08:47:29.777+03:00,INFO,ServiceA,Status Updates,4431,User93,192.168.1.178,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
27810,2023-11-20T08:47:30.023+03:00,ERROR,ServiceA,Critical Errors,1101,User59,192.168.1.101,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
27865,2023-11-20T08:47:30.795+03:00,ERROR,ServiceB,Critical Errors,6980,User56,192.168.1.186,11ms,11.0,3.0,"[11.0,3.0]",1,14.661909006527276
27920,2023-11-20T08:47:31.547+03:00,DEBUG,ServiceA,Algorithm Steps,6508,User63,192.168.1.247,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
27953,2023-11-20T08:47:31.913+03:00,WARNING,ServiceB,Performance Warnings,9835,User79,192.168.1.146,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
28000,2023-11-20T08:47:32.619+03:00,WARNING,ServiceB,Resource Warnings,5349,User90,192.168.1.128,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
28042,2023-11-20T08:47:33.260+03:00,INFO,ServiceD,Status Updates,4185,User34,192.168.1.165,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
28103,2023-11-20T08:47:34.147+03:00,FATAL,ServiceB,Data Corruption,7275,User15,192.168.1.193,42ms,42.0,4.0,"[42.0,4.0]",2,14.728919571919805
28158,2023-11-20T08:47:34.962+03:00,ERROR,ServiceD,Critical Errors,5960,User2,192.168.1.42,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
28180,2023-11-20T08:47:35.280+03:00,DEBUG,ServiceB,Algorithm Steps,1316,User98,192.168.1.235,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
28188,2023-11-20T08:47:35.406+03:00,DEBUG,ServiceB,Trace Information,6235,User60,192.168.1.111,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
28253,2023-11-20T08:47:36.355+03:00,INFO,ServiceD,Status Updates,8216,User94,192.168.1.105,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
28291,2023-11-20T08:47:36.944+03:00,INFO,ServiceB,Startup Messages,5030,User27,192.168.1.157,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
28315,2023-11-20T08:47:37.311+03:00,DEBUG,ServiceC,File I/O,8167,User98,192.168.1.157,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
28447,2023-11-20T08:47:39.298+03:00,ERROR,ServiceA,Critical Errors,8508,User20,192.168.1.49,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
28468,2023-11-20T08:47:39.630+03:00,INFO,ServiceA,Status Updates,4218,User16,192.168.1.115,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
28493,2023-11-20T08:47:40.012+03:00,ERROR,ServiceA,Critical Errors,4403,User11,192.168.1.213,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
28529,2023-11-20T08:47:40.562+03:00,INFO,ServiceB,Startup Messages,9402,User51,192.168.1.172,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
28543,2023-11-20T08:47:40.746+03:00,WARNING,ServiceA,Performance Warnings,3513,User61,192.168.1.69,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
28594,2023-11-20T08:47:41.519+03:00,WARNING,ServiceA,Resource Warnings,6724,User62,192.168.1.134,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
28617,2023-11-20T08:47:41.877+03:00,INFO,ServiceD,Status Updates,3830,User12,192.168.1.175,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
28677,2023-11-20T08:47:42.805+03:00,ERROR,ServiceA,Database Errors,6209,User24,192.168.1.243,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
28694,2023-11-20T08:47:43.054+03:00,ERROR,ServiceB,Database Errors,9250,User47,192.168.1.221,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
28736,2023-11-20T08:47:43.719+03:00,DEBUG,ServiceB,File I/O,2522,User91,192.168.1.214,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
28766,2023-11-20T08:47:44.160+03:00,FATAL,ServiceA,Crashes,6505,User21,192.168.1.133,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
28784,2023-11-20T08:47:44.446+03:00,FATAL,ServiceC,Crashes,7244,User93,192.168.1.22,71ms,71.0,4.0,"[71.0,4.0]",2,14.663279947773933
28796,2023-11-20T08:47:44.636+03:00,DEBUG,ServiceD,Trace Information,5459,User57,192.168.1.204,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
28835,2023-11-20T08:47:45.225+03:00,INFO,ServiceD,Status Updates,1694,User79,192.168.1.164,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
28841,2023-11-20T08:47:45.321+03:00,INFO,ServiceA,Status Updates,4459,User15,192.168.1.225,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
28872,2023-11-20T08:47:45.807+03:00,ERROR,ServiceB,Critical Errors,6775,User13,192.168.1.208,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
28883,2023-11-20T08:47:45.979+03:00,DEBUG,ServiceD,File I/O,3633,User10,192.168.1.137,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
29044,2023-11-20T08:47:48.337+03:00,WARNING,ServiceB,Resource Warnings,1593,User32,192.168.1.218,10ms,10.0,0.0,"[10.0,0.0]",1,15.679389135650677
29056,2023-11-20T08:47:48.493+03:00,WARNING,ServiceA,Input Validation Warnings,4531,User22,192.168.1.97,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
29123,2023-11-20T08:47:49.403+03:00,WARNING,ServiceD,Input Validation Warnings,6931,User30,192.168.1.57,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
29129,2023-11-20T08:47:49.472+03:00,ERROR,ServiceA,Database Errors,2713,User87,192.168.1.36,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
29187,2023-11-20T08:47:50.152+03:00,INFO,ServiceA,Status Updates,3075,User17,192.168.1.176,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
29189,2023-11-20T08:47:50.187+03:00,ERROR,ServiceA,Database Errors,2607,User88,192.168.1.150,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
29252,2023-11-20T08:47:51.133+03:00,DEBUG,ServiceC,SQL Queries,4150,User69,192.168.1.183,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
29276,2023-11-20T08:47:51.432+03:00,ERROR,ServiceD,Database Errors,1168,User97,192.168.1.159,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
29292,2023-11-20T08:47:51.619+03:00,FATAL,ServiceB,Data Corruption,9032,User66,192.168.1.3,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
29302,2023-11-20T08:47:51.713+03:00,DEBUG,ServiceB,SQL Queries,9550,User26,192.168.1.71,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
29351,2023-11-20T08:47:52.347+03:00,INFO,ServiceA,Startup Messages,1480,User68,192.168.1.119,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
29375,2023-11-20T08:47:52.602+03:00,INFO,ServiceD,Status Updates,5974,User6,192.168.1.20,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
29407,2023-11-20T08:47:52.968+03:00,FATAL,ServiceA,Data Corruption,9940,User15,192.168.1.109,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
29451,2023-11-20T08:47:53.475+03:00,DEBUG,ServiceB,SQL Queries,2573,User55,192.168.1.223,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
29462,2023-11-20T08:47:53.625+03:00,ERROR,ServiceD,Database Errors,1927,User86,192.168.1.202,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
29499,2023-11-20T08:47:54.065+03:00,ERROR,ServiceC,Database Errors,8399,User70,192.168.1.224,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
29527,2023-11-20T08:47:54.442+03:00,FATAL,ServiceD,Crashes,3792,User86,192.168.1.172,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
29529,2023-11-20T08:47:54.468+03:00,FATAL,ServiceA,Data Corruption,8396,User52,192.168.1.159,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
29570,2023-11-20T08:47:54.944+03:00,WARNING,ServiceA,Input Validation Warnings,1206,User2,192.168.1.92,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
29583,2023-11-20T08:47:55.099+03:00,WARNING,ServiceD,Performance Warnings,1749,User60,192.168.1.49,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
29600,2023-11-20T08:47:55.277+03:00,ERROR,ServiceD,Critical Errors,3938,User33,192.168.1.160,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
29613,2023-11-20T08:47:55.417+03:00,WARNING,ServiceA,Resource Warnings,6368,User23,192.168.1.11,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
29635,2023-11-20T08:47:55.666+03:00,WARNING,ServiceC,Input Validation Warnings,3279,User89,192.168.1.207,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
29654,2023-11-20T08:47:55.847+03:00,INFO,ServiceA,Status Updates,6271,User62,192.168.1.59,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
29686,2023-11-20T08:47:56.214+03:00,FATAL,ServiceC,Crashes,8974,User29,192.168.1.214,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
29707,2023-11-20T08:47:56.462+03:00,WARNING,ServiceD,Resource Warnings,2121,User74,192.168.1.91,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
29721,2023-11-20T08:47:56.645+03:00,INFO,ServiceB,Status Updates,6574,User39,192.168.1.46,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
29733,2023-11-20T08:47:56.812+03:00,ERROR,ServiceC,Database Errors,4387,User1,192.168.1.131,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
29739,2023-11-20T08:47:56.889+03:00,FATAL,ServiceC,Crashes,2206,User63,192.168.1.210,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
29759,2023-11-20T08:47:57.147+03:00,WARNING,ServiceD,Input Validation Warnings,7376,User40,192.168.1.143,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
29809,2023-11-20T08:47:57.880+03:00,WARNING,ServiceD,Input Validation Warnings,5560,User82,192.168.1.252,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
29815,2023-11-20T08:47:57.970+03:00,WARNING,ServiceA,Performance Warnings,2615,User45,192.168.1.81,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
29859,2023-11-20T08:47:58.589+03:00,ERROR,ServiceB,Database Errors,4089,User38,192.168.1.45,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
29944,2023-11-20T08:47:59.784+03:00,INFO,ServiceB,Startup Messages,1556,User59,192.168.1.126,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
29983,2023-11-20T08:48:00.321+03:00,ERROR,ServiceD,Critical Errors,8071,User96,192.168.1.70,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
29986,2023-11-20T08:48:00.356+03:00,ERROR,ServiceC,Critical Errors,3954,User56,192.168.1.36,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
30147,2023-11-20T08:48:02.659+03:00,DEBUG,ServiceA,Trace Information,8003,User23,192.168.1.42,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
30162,2023-11-20T08:48:02.904+03:00,INFO,ServiceB,Status Updates,7880,User60,192.168.1.232,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
30193,2023-11-20T08:48:03.384+03:00,ERROR,ServiceD,Database Errors,4845,User52,192.168.1.138,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
30195,2023-11-20T08:48:03.415+03:00,DEBUG,ServiceB,File I/O,5444,User3,192.168.1.166,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
30217,2023-11-20T08:48:03.703+03:00,INFO,ServiceD,Startup Messages,5897,User50,192.168.1.56,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
30341,2023-11-20T08:48:05.479+03:00,DEBUG,ServiceA,Algorithm Steps,7370,User28,192.168.1.214,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
30378,2023-11-20T08:48:05.956+03:00,ERROR,ServiceA,Database Errors,5759,User15,192.168.1.3,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
30395,2023-11-20T08:48:06.212+03:00,INFO,ServiceD,Startup Messages,6653,User28,192.168.1.10,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
30426,2023-11-20T08:48:06.589+03:00,DEBUG,ServiceC,File I/O,7679,User3,192.168.1.221,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
30431,2023-11-20T08:48:06.635+03:00,WARNING,ServiceC,Performance Warnings,1407,User58,192.168.1.135,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
30473,2023-11-20T08:48:07.187+03:00,DEBUG,ServiceA,File I/O,3132,User9,192.168.1.113,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
30491,2023-11-20T08:48:07.435+03:00,FATAL,ServiceC,Crashes,5039,User47,192.168.1.75,12ms,12.0,4.0,"[12.0,4.0]",1,13.804085712332068
30518,2023-11-20T08:48:07.786+03:00,DEBUG,ServiceC,Trace Information,7905,User6,192.168.1.13,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
30544,2023-11-20T08:48:08.114+03:00,WARNING,ServiceC,Resource Warnings,3281,User53,192.168.1.50,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
30547,2023-11-20T08:48:08.147+03:00,INFO,ServiceD,Status Updates,4395,User80,192.168.1.84,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
30628,2023-11-20T08:48:09.163+03:00,INFO,ServiceA,Startup Messages,9410,User9,192.168.1.3,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
30650,2023-11-20T08:48:09.432+03:00,DEBUG,ServiceB,File I/O,4935,User12,192.168.1.211,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
